id,machine_tag,title,inscription,latitude,longitude,as_wkt,country,area,address,erected,main_photo,colour,organisations,language,series,series_ref,geolocated?,photographed?,number_of_subjects,number_of_male_subjects,number_of_female_subjects,number_of_inanimate_subjects,lead_subject_id,lead_subject_machine_tag,lead_subject_name,lead_subject_surname,lead_subject_sex,lead_subject_born_in,lead_subject_died_in,lead_subject_type,lead_subject_roles,lead_subject_primary_role,lead_subject_wikipedia,lead_subject_dbpedia,lead_subject_image,subjects
10307,openplaques:id=10307,James Murray blue plaque,"Sir James A. H. Murray schoolmaster, philologist and editor of the New English Dictionary lived here 1870-1885",51.62131,-0.23448,POINT(-0.23448 51.62131),United Kingdom,London,"Highwood House, Highwood Hill, Barnet, NW7 ","",https://commons.wikimedia.org/wiki/Special:FilePath/Sir_James_A._H._Murray_schoolmaster_philologist_and_editor_of_the_New_English_Dictionary_lived_here_1870-1885.jpg?width=640,blue,"[""Hendon Corporation""]",English,"",,true,true,1,1,0,0,851,openplaques:subject:id=851,James Murray,Murray,male,1837,1915,man,"[""editor of the Oxford English Dictionary"", ""Knight Bachelor""]","",https://en.wikipedia.org/wiki/James_Murray_(lexicographer),http://dbpedia.org/resource/James_Murray_(lexicographer),https://commons.wikimedia.org/wiki/Special:FilePath/James-Murray.jpg?width=640,"[""James Murray|(1837-1915)|man|editor of the Oxford English Dictionary and Knight Bachelor""]"
10308,openplaques:id=10308,Cowan Dobson plaque,Cowan Dobson portrait painter lived and painted here 1940-1980,51.49697,-0.20011,POINT(-0.20011 51.49697),United Kingdom,London,"62 South Edwardes Square, W8","","","",[],English,"",,true,false,1,1,0,0,6918,openplaques:subject:id=6918,Cowan Dobson,Dobson,male,1893,1980,man,"[""painter""]",painter,https://en.wikipedia.org/wiki/Cowan_Dobson,http://dbpedia.org/resource/Cowan_Dobson,"","[""Cowan Dobson|(1893-1980)|man|painter""]"
10309,openplaques:id=10309,Nina Mackay red plaque,Here fell PC Nina Mackay 24th October 1997,51.53621,0.00589,POINT(0.00589 51.53621),United Kingdom,London,"Arthingworth Street, E15","","",red,"[""Police Memorial Trust""]",English,"",,true,false,1,0,1,0,6917,openplaques:subject:id=6917,Nina Mackay,Mackay,female,,1997,woman,"[""Police Constable""]",Police Constable,https://en.wikipedia.org/wiki/Death_of_Nina_Mackay,http://dbpedia.org/resource/Death_of_Nina_Mackay,"","[""Nina Mackay|(d.1997)|woman|Police Constable""]"
10310,openplaques:id=10310,Grey plaque № 10310,1896-1956 This plaque was unviled on 26 June 1989 by the Right Honourable The Lord Mayor Sir Christopher Collett GBE MS DSc to mark the 130th anniversary of the Board of Guardians and Trustees for the Relief of the Jewish Poor Registered (known as the Jewish Board of Guardians) who occupied these premises for 60 years,51.51798,-0.07851,POINT(-0.07851 51.51798),United Kingdom,London,"Astral House, 129 Middlesex Street, E1","",https://commons.wikimedia.org/wiki/Special:FilePath/1896-1956_This_plaque_was_unviled_on_26_June_1989_by_the_Right_Honourable_The_Lord_Mayor_Sir_Christopher_Collett_GBE_MS_DSc.jpg?width=640,grey,[],English,"",,true,true,0,0,0,0,"","","","","","","","",[],"","","","",[]
10311,openplaques:id=10311,Blue plaque № 10311,Avenue House bequeathed to the people of Finchley by Henry C. Stephens (1841-1918),51.59669,-0.19505,POINT(-0.19505 51.59669),United Kingdom,London,"Avenue House, East End Road, Finchley, N3","","",blue,"[""Finchley Society""]",English,"",,true,false,0,0,0,0,"","","","","","","","",[],"","","","",[]
10312,openplaques:id=10312,Thomas Hancock blue plaque,On this site lived and worked Thomas Hancock (1786-1865) inventor and founder of the British rubber industry,51.56904,-0.09418,POINT(-0.09418 51.56904),United Kingdom,London,"Banstead Court, Green Lanes, N4","","",blue,"[""Plastics Historical Society""]",English,"",,true,false,1,1,0,0,4481,openplaques:subject:id=4481,Thomas Hancock,Hancock,male,1786,1865,man,"[""inventor of the vulcanisation of rubber"", ""brother of Walter Hancock""]",inventor of the vulcanisation of rubber,https://en.wikipedia.org/wiki/Thomas_Hancock_(inventor),http://dbpedia.org/resource/Thomas_Hancock_(inventor),"","[""Thomas Hancock|(1786-1865)|man|inventor of the vulcanisation of rubber and brother of Walter Hancock""]"
10313,openplaques:id=10313,John Le Mesurier blue plaque,John Le Mesurier 1912-1983 comedy actor lived here 1966-1977,51.49146,-0.21316,POINT(-0.21316 51.49146),United Kingdom,London,"Barons Keep, Gliddon Road, West Kensington, W14","","",blue,"[""Dead Comics Society""]",English,"",,true,false,1,1,0,0,2758,openplaques:subject:id=2758,John Le Mesurier,Le Mesurier,male,1912,1983,man,"[""BAFTA Award winning actor"", ""comedy actor"", ""husband of Hattie Jacques""]","",https://en.wikipedia.org/wiki/John_Le_Mesurier,http://dbpedia.org/resource/John_Le_Mesurier,"","[""John Le Mesurier|(1912-1983)|man|BAFTA Award winning actor, comedy actor, and husband of Hattie Jacques""]"
10314,openplaques:id=10314,"Samuel Pepys, Elizabeth I of England, John Evelyn, Davies Amphitheatre, London, and 2 other","On this site was built the Davies Amphitheatre 1662-1682 the last bear-baiting ring of Bankside visited by Samuel Pepys and John Evelyn. To the north from mid 16th century was the Bear Gardens, a bear-baiting ring visited by Queen Elizabeth I and replaced by The Hope Playhouse 1614-1656, built for plays and bear-baiting where Ben Jonson's play 'Bartholomew Fair' was first performed",51.5076,-0.09586,POINT(-0.09586 51.5076),United Kingdom,London,"Bear Gardens, SE1","","",black,"[""London Borough of Southwark""]",English,"",,true,false,6,5,1,3,582,openplaques:subject:id=582,Samuel Pepys,Pepys,male,1633,1703,man,"[""diarist"", ""Secretary of the Admiralty"", ""President of the Royal Society"", ""son of John Pepys""]","",https://en.wikipedia.org/wiki/Samuel_Pepys,http://dbpedia.org/resource/Samuel_Pepys,https://commons.wikimedia.org/wiki/Special:FilePath/Samuel_Pepys.jpg?width=640,"[""Samuel Pepys|(1633-1703)|man|diarist, Secretary of the Admiralty, President of the Royal Society, and son of John Pepys"", ""Elizabeth I of England|(1533-1603)|woman|daughter of Henry VIII, Queen of England, half-sister of Mary I of England, and daughter of Anne Boleyn"", ""John Evelyn|(1620-1706)|man|diarist"", ""Davies Amphitheatre, London|(1662-1682)|place|amphitheatre, last bear-baiting ring of Bankside, and bear-baiting ring"", ""Bear Gardens, London||place|bear-baiting ring"", ""Hope Playhouse, London|(1614-1656)|place|playhouse""]"
10326,openplaques:id=10326,Richard Titmuss blue plaque,Richard Titmuss 1907-1973 social scientist lived here 1951-1973,51.51106,-0.28156,POINT(-0.28156 51.51106),United Kingdom,London,"32 Twyford Avenue, Acton W3","",https://commons.wikimedia.org/wiki/Special:FilePath/RICHARD_TITMUSS_1907-1973_Social_Scientist_lived_here_1951-1973.jpg?width=640,blue,"[""English Heritage""]",English,"",,true,true,1,1,0,0,6912,openplaques:subject:id=6912,Richard Titmuss,Titmuss,male,1907,1973,man,"[""social scientist""]",social scientist,https://en.wikipedia.org/wiki/Richard_Titmuss,http://dbpedia.org/resource/Richard_Titmuss,https://commons.wikimedia.org/wiki/Special:FilePath/Richard_Titmuss.jpg?width=640,"[""Richard Titmuss|(1907-1973)|man|social scientist""]"
10327,openplaques:id=10327,"Christopher Head, Geoffrey Fox, and David Wombwell red plaque","Here fell PS Christopher Head, PC Geoffrey Fox, PC David Wombwell 12th August 1966",51.51917,-0.24488,POINT(-0.24488 51.51917),United Kingdom,London,"Braybrook Street, W12","","",red,"[""Police Memorial Trust""]",English,"",,true,false,3,3,0,0,6913,openplaques:subject:id=6913,Christopher Head,Head,male,,1966,man,"[""Police Sergeant""]",Police Sergeant,https://en.wikipedia.org/wiki/Shepherd's_Bush_murders,http://dbpedia.org/resource/Shepherd's_Bush_murders,"","[""Christopher Head|(d.1966)|man|Police Sergeant"", ""Geoffrey Fox|(d.1966)|man|Police Constable"", ""David Wombwell|(d.1966)|man|Police Constable""]"
10331,openplaques:id=10331,Derek Barton blue plaque,"Sir Derek Barton FRS (1918-1998) 1938-1942 student, 1957-1978 professor, Imperial College. 1969 Nobel Laureate for new concept of organic conformational analysis",51.49794,-0.17575,POINT(-0.17575 51.49794),United Kingdom,London,"Chemistry Building, Imperial College Road",2007,"",blue,"[""Royal Society of Chemistry""]",English,"",,true,false,1,1,0,0,7084,openplaques:subject:id=7084,Derek Barton,Barton,male,1918,1998,man,"[""Fellow of the Royal Society"", ""professor at Imperial College"", ""Nobel Chemistry Laureate"", ""Fellow of the Royal Society of Edinburgh"", ""Knight Bachelor""]","",https://en.wikipedia.org/wiki/Derek_Barton,http://dbpedia.org/resource/Derek_Barton,"","[""Derek Barton|(1918-1998)|man|Fellow of the Royal Society, professor at Imperial College, Nobel Chemistry Laureate, Fellow of the Royal Society of Edinburgh, and Knight Bachelor""]"
10332,openplaques:id=10332,Geoffrey Wilkinson blue plaque,"Sir Geoffrey Wilkinson FRS (1921-1996) 1939-1943 student, 1956-1996 professor, Imperial College. 1973 Nobel Laureate for pioneering studies on organometallic compounds",51.49794,-0.17565,POINT(-0.17565 51.49794),United Kingdom,London,"Chemistry Building, Imperial College Road, SW7",2007,"",blue,"[""Royal Society of Chemistry""]",English,"",,true,false,1,1,0,0,7083,openplaques:subject:id=7083,Geoffrey Wilkinson,Wilkinson,male,1921,1996,man,"[""Fellow of the Royal Society"", ""professor at Imperial College"", ""Knight Bachelor"", ""Nobel Chemistry Laureate""]","",https://en.wikipedia.org/wiki/Geoffrey_Wilkinson,http://dbpedia.org/resource/Geoffrey_Wilkinson,https://commons.wikimedia.org/wiki/Special:FilePath/Geoffrey_Wilkinson_ca._1976.png?width=640,"[""Geoffrey Wilkinson|(1921-1996)|man|Fellow of the Royal Society, professor at Imperial College, Knight Bachelor, and Nobel Chemistry Laureate""]"
10345,openplaques:id=10345,Charles Brandon and Thomas Brandon black plaque,Site of Duke of Suffolk's palace 16th century,51.50201,-0.09251,POINT(-0.09251 51.50201),United Kingdom,London,"Brandon House, Borough High Street, SE1","",https://farm1.staticflickr.com/399/18875932009_683e743a62_z.jpg,black,"[""London Borough of Southwark""]",English,"",,true,true,2,2,0,0,5255,openplaques:subject:id=5255,Charles Brandon,Brandon,male,1484,1545,man,"[""Duke of Suffolk""]",Duke of Suffolk,"https://en.wikipedia.org/wiki/Charles_Brandon,_1st_Duke_of_Suffolk","http://dbpedia.org/resource/Charles_Brandon,_1st_Duke_of_Suffolk",https://commons.wikimedia.org/wiki/Special:FilePath/Charles_Brandon_Duke_of_Suffolk.jpg?width=640,"[""Charles Brandon|(1484-1545)|man|Duke of Suffolk"", ""Thomas Brandon|(d.1510)|man|Knight of the Order of the Garter""]"
10346,openplaques:id=10346,Patrick Dunne grey plaque,Here fell PC Patrick Dunne 20th October 1993,51.46324,-0.13102,POINT(-0.13102 51.46324),United Kingdom,London,"Cato Road, SW4","","",grey,"[""Police Memorial Trust""]",English,"",,true,false,1,1,0,0,7075,openplaques:subject:id=7075,Patrick Dunne,Dunne,male,,1993,man,"[""Police Constable""]",Police Constable,,,"","[""Patrick Dunne|(d.1993)|man|Police Constable""]"
10347,openplaques:id=10347,Stephen Tibble grey plaque,Here fell PC Stephen Tibble 26th February 1975,51.48881,-0.2077,POINT(-0.2077 51.48881),United Kingdom,London,"Charleville Road, W14","","",grey,"[""Police Memorial Trust""]",English,"",,true,false,1,1,0,0,7074,openplaques:subject:id=7074,Stephen Tibble,Tibble,male,1953,1975,man,"[""Police Constable""]",Police Constable,,,"","[""Stephen Tibble|(1953-1975)|man|Police Constable""]"
10348,openplaques:id=10348,John Wilkinson and Uriah Wilkinson white plaque,John Wilkinson died July 8th 1804 aged 15 years Uriah Wilkinson died Dec 21st 1806 aged 45 years. 16 Ft 6 Ins north of wall in Cloak Lane 7 feet east of this wall,51.51174,-0.09204,POINT(-0.09204 51.51174),United Kingdom,London,nr Cloak Lane,"",https://farm6.staticflickr.com/5462/7169775224_3940619fc9_z.jpg,white,[],English,"",,true,true,2,2,0,0,7072,openplaques:subject:id=7072,John Wilkinson,Wilkinson,male,,1804,man,[],"",,,"","[""John Wilkinson|(d.1804)|man|"", ""Uriah Wilkinson|(d.1806)|man|""]"
10349,openplaques:id=10349,Ferryman's Seat brushed metal plaque,"The Ferryman's Seat, located on previous buildings at this site, was constructed for the convenience of Bankside watermen, who operated ferrying services across the river. The seat's age is unknown, but it is thought to have ancient origins.",51.50767,-0.09833,POINT(-0.09833 51.50767),United Kingdom,London,"Bear Gardens, SE1","",https://farm8.staticflickr.com/7239/7248023284_458ff0d3a1_z.jpg,brushed metal,"[""London Borough of Southwark""]",English,"",,true,true,1,1,0,1,16776,openplaques:subject:id=16776,Ferryman's Seat,Ferryman's Seat,object,,,thing,"[""seat""]",seat,,,"","[""Ferryman's Seat||thing|seat""]"
10350,openplaques:id=10350,John Horne Tooke blue plaque,Here lived John Horne Tooke 1736–1812 radical reformer,51.42308,-0.22696,POINT(-0.22696 51.42308),United Kingdom,London,"Chester House, Westside Common, SW19","","",blue,"[""Wimbledon Society""]",English,"",,true,false,1,1,0,0,7071,openplaques:subject:id=7071,John Horne Tooke,Horne Tooke,male,1736,1812,man,"[""clergyman"", ""politician"", ""philologist"", ""radical reformer""]","",https://en.wikipedia.org/wiki/John_Horne_Tooke,http://dbpedia.org/resource/John_Horne_Tooke,https://commons.wikimedia.org/wiki/Special:FilePath/John_Horne_Tooke.jpg?width=640,"[""John Horne Tooke|(1736-1812)|man|clergyman, politician, philologist, and radical reformer""]"
10352,openplaques:id=10352,Richard III plaque,"Crosby Hall originally stood in Bishopsgate in the City of London and was transferred to this site under threat of demolition in 1910. It formed part of Crosby Place built in th 15th century for Sir John Crosby, a wealthy wool merchant, and after him was occupied by King Richard III. It later passed to Sir Thomas More on whose estate in Chelsea it has come to rest.",51.48333,-0.16925,POINT(-0.16925 51.48333),United Kingdom,London,"Cheyne Walk, Chelsea, SW3","","","","[""Royal Borough of Kensington & Chelsea""]",English,"",,true,false,1,1,0,0,4547,openplaques:subject:id=4547,Richard III,Richard III,male,1452,1485,man,"[""Plantagenet"", ""King of England"", ""father of Edward of Middleham"", ""son of Richard of York"", ""son of Cecily Neville"", ""father of Edmund of Langley""]","",https://en.wikipedia.org/wiki/Richard_III_of_England,http://dbpedia.org/resource/Richard_III_of_England,https://commons.wikimedia.org/wiki/Special:FilePath/Richard_III_earliest_surviving_portrait.jpg?width=640,"[""Richard III|(1452-1485)|man|Plantagenet, King of England, father of Edward of Middleham, son of Richard of York, son of Cecily Neville, and father of Edmund of Langley""]"
10353,openplaques:id=10353,Bing Crosby brass plaque,Bing Crosby made his last recording in this studio 11th October 1977,51.52617,-0.19076,POINT(-0.19076 51.52617),United Kingdom,London,"BBC Maida Vale Studio, Delaware Road","","",brass,[],English,"",,true,false,1,1,0,0,1945,openplaques:subject:id=1945,Bing Crosby,Crosby,male,1903,1977,man,"[""singer"", ""actor""]","",https://en.wikipedia.org/wiki/Bing_Crosby,http://dbpedia.org/resource/Bing_Crosby,"https://commons.wikimedia.org/wiki/Special:FilePath/Bing_Crosby,_1942.jpg?width=640","[""Bing Crosby|(1903-1977)|man|singer and actor""]"
10355,openplaques:id=10355,Benjamin Waugh blue plaque,Rev. Benjamin Waugh founder of the NSPCC served as founder-minister of this church 1883-1887,51.61498,-0.14839,POINT(-0.14839 51.61498),United Kingdom,London,"Christ Church, Friern Barnet Road, N11","",https://farm7.staticflickr.com/6089/6103750888_a05b210142_z.jpg,blue,"[""London Borough of Barnet""]",English,"",,true,true,1,1,0,0,402,openplaques:subject:id=402,Benjamin Waugh,Waugh,male,1839,1908,man,"[""founder of the National Society for the Prevention of Cruelty to Children""]",founder of the National Society for the Prevention of Cruelty to Children,https://en.wikipedia.org/wiki/Benjamin_Waugh,http://dbpedia.org/resource/Benjamin_Waugh,https://commons.wikimedia.org/wiki/Special:FilePath/BenjaminWaugh2.jpg?width=640,"[""Benjamin Waugh|(1839-1908)|man|founder of the National Society for the Prevention of Cruelty to Children""]"
10358,openplaques:id=10358,Hugh Myddelton blue plaque,Formerly Bush Hill House. Sir Hugh Myddelton engineer of the New River lived here 1609-1613,51.63934,-0.08463,POINT(-0.08463 51.63934),United Kingdom,London,"Cunard Crescent/Bush Hill Road, N21","",https://s0.geograph.org.uk/geophotos/04/71/07/4710719_2ec523ca.jpg,blue,"[""London Borough of Enfield""]",English,"",,true,true,1,1,0,0,3940,openplaques:subject:id=3940,Hugh Myddelton,Myddelton,male,1560,1631,man,"[""engineer"", ""Engineer of the New River"", ""Baronet Middleton of Ruthyn""]","",https://en.wikipedia.org/wiki/Hugh_Myddelton,http://dbpedia.org/resource/Hugh_Myddelton,https://commons.wikimedia.org/wiki/Special:FilePath/SirHughMyddelton.jpg?width=640,"[""Hugh Myddelton|(1560-1631)|man|engineer, Engineer of the New River, and Baronet Middleton of Ruthyn""]"
10359,openplaques:id=10359,Mark Lemon blue plaque,"Mark Lemon co-founder and first editor of ""Punch"" lived in this house 1817 to 1823",51.59133,-0.22822,POINT(-0.22822 51.59133),United Kingdom,London,"Church Farmhouse Museum, Greyhound Hill, NW4","",https://s0.geograph.org.uk/geophotos/02/78/09/2780961_45e9372c.jpg,blue,"[""London Borough of Barnet""]",English,"",,true,true,1,1,0,0,4912,openplaques:subject:id=4912,Mark Lemon,Lemon,male,1809,1870,man,"[""editor of Punch"", ""founder of Punch""]","",https://en.wikipedia.org/wiki/Mark_Lemon,http://dbpedia.org/resource/Mark_Lemon,https://commons.wikimedia.org/wiki/Special:FilePath/Mark_Lemon.jpg?width=640,"[""Mark Lemon|(1809-1870)|man|editor of Punch and founder of Punch""]"
10361,openplaques:id=10361,"Parish Cage, Hendon blue plaque",On this site stood the Parish Cage or lock-up,51.58598,-0.21996,POINT(-0.21996 51.58598),United Kingdom,London,"Corner of Brent Street and Bell Lane, Hendon, NW4","","",blue,"[""Hendon Corporation""]",English,"",,true,false,1,1,0,1,9734,openplaques:subject:id=9734,"Parish Cage, Hendon","Parish Cage, Hendon",object,,,man,"[""parish lock-up""]",parish lock-up,,,"","[""Parish Cage, Hendon||man|parish lock-up""]"
10362,openplaques:id=10362,Blue plaque № 10362,Edgware Turnpike,51.60701,-0.27452,POINT(-0.27452 51.60701),United Kingdom,London,"Corner of Deansbrook and Edgware Roads, Edgware","","",blue,"[""Hendon Corporation""]",English,"",,true,false,0,0,0,0,"","","","","","","","",[],"","","","",[]
10364,openplaques:id=10364,White plaque № 10364,London and Greenwich Railway 1836,51.47899,-0.02606,POINT(-0.02606 51.47899),United Kingdom,London,"Deptford Station, Deptford High Street, SE8","","",white,[],English,"",,true,false,0,0,0,0,"","","","","","","","",[],"","","","",[]
10365,openplaques:id=10365,Edward Owen Greening claret plaque,Edward Owen Greening 1836-1923 Co-Operator and social reformer lived in a house on this site 1893-1923,51.46409,-0.00333,POINT(-0.00333 51.46409),United Kingdom,London,"Dowson Court, Belmont Grove, Lewisham, SE13","","",claret,"[""London Borough of Lewisham""]",English,"",,true,false,1,1,0,0,7069,openplaques:subject:id=7069,Edward Owen Greening,Greening,male,1836,1923,man,"[""Governor of Jersey"", ""social reformer""]","",,,"","[""Edward Owen Greening|(1836-1923)|man|Governor of Jersey and social reformer""]"
10366,openplaques:id=10366,Ronan McCloskey black plaque,Here fell PC Ronan McCloskey 9th May 1987,51.55369,-0.24368,POINT(-0.24368 51.55369),United Kingdom,London,"Dudden Hill Lane, NW10","","",black,"[""Police Memorial Trust""]",English,"",,true,false,1,1,0,0,7068,openplaques:subject:id=7068,Ronan McCloskey,McCloskey,male,,1987,man,"[""Police Constable""]",Police Constable,,,"","[""Ronan McCloskey|(d.1987)|man|Police Constable""]"
10367,openplaques:id=10367,James Bronterre O'Brien green plaque,"James ""Bronterre"" O'Brien (1805-1864) democrat & chartist lived at 20 Hermes Street near this site 1863-1864",51.53273,-0.11223,POINT(-0.11223 51.53273),United Kingdom,London,"Elizabeth Garrett Anderson School, Donegal Street, N1","",https://farm8.staticflickr.com/7123/8153946378_d8e1209a4b_z.jpg,green,"[""London Borough of Islington""]",English,"",,true,true,1,1,0,0,7067,openplaques:subject:id=7067,James Bronterre O'Brien,O'Brien,male,1805,1864,man,"[""democrat"", ""Chartist""]","",https://en.wikipedia.org/wiki/James_Bronterre_O'Brien,http://dbpedia.org/resource/James_Bronterre_O'Brien,https://commons.wikimedia.org/wiki/Special:FilePath/JamesBronterreOBrien.jpg?width=640,"[""James Bronterre O'Brien|(1805-1864)|man|democrat and Chartist""]"
10381,openplaques:id=10381,Jack (Kid) Berg blue plaque,Jack (Kid) Berg 1909-1991 the 'Whitechapel Windmill' was born in a house near this spot. World Junior Welterweight Cahmpion 1930. British Lightweight Champion 1934.,51.51115,-0.05608,POINT(-0.05608 51.51115),United Kingdom,London,"Noble Court, Cable Street, Stepney, E1","",https://commons.wikimedia.org/wiki/Special:FilePath/Jack-Berg-blue-plaque.png?width=640,blue,"[""Stepney Historical Trust""]",English,"",,true,true,1,1,0,0,7065,openplaques:subject:id=7065,Jack (Kid) Berg,Berg,male,1909,1991,man,"[""Whitechapel Windmill"", ""World Junior Welterweight champion"", ""British Lightweight Champion""]","",https://en.wikipedia.org/wiki/Jack_Kid_Berg,http://dbpedia.org/resource/Jack_Kid_Berg,"","[""Jack (Kid) Berg|(1909-1991)|man|Whitechapel Windmill, World Junior Welterweight champion, and British Lightweight Champion""]"
10382,openplaques:id=10382,Tommy Steele blue plaque,"Tommy Steele OBE entertainer. Born Bermondsey, 17th December 1936",51.49997,-0.06988,POINT(-0.06988 51.49997),United Kingdom,London,"Nickleby House, George Row, SE16","","",blue,"[""London Borough of Southwark""]",English,"",,true,false,1,1,0,0,7009,openplaques:subject:id=7009,Tommy Steele,Steele,male,1936,,man,"[""Officer of the Most Excellent Order of the British Empire"", ""entertainer""]","",https://en.wikipedia.org/wiki/Tommy_Steele,http://dbpedia.org/resource/Tommy_Steele,https://commons.wikimedia.org/wiki/Special:FilePath/Tommy_Steel_1957.jpg?width=640,"[""Tommy Steele|(1936-present)|man|Officer of the Most Excellent Order of the British Empire and entertainer""]"
10384,openplaques:id=10384,"Richard Taverner, George Evelyn, Anthony Benn, and Mary Chester green plaque","Here formerly stood Norbiton Hall built in the 16th century on Lovekyn's Chapel land it has been the residence of Richard Taverner, George Evelyn, Mr Anthony Benn, The Countess of Liverpool among others",51.41218,-0.29339,POINT(-0.29339 51.41218),United Kingdom,London,"Norbiton Hall, Birkenhead Avenue, Norbiton","","",green,[],English,"",,true,false,4,3,1,0,6988,openplaques:subject:id=6988,Richard Taverner,Taverner,male,1505,1575,man,"[""Bible translator""]",Bible translator,https://en.wikipedia.org/wiki/Richard_Taverner,http://dbpedia.org/resource/Richard_Taverner,"","[""Richard Taverner|(1505-1575)|man|Bible translator"", ""George Evelyn|(1530-1603)|man|gunpowder manufacturer"", ""Anthony Benn|(1569-1618)|man|"", ""Mary Chester|(1777-1846)|woman|Countess of Liverpool""]"
10385,openplaques:id=10385,Thomas Lipton blue plaque,"In this house lived Sir Thomas Lipton (1850-1931) philanthropist, grocer and yachtsman",51.63372,-0.13726,POINT(-0.13726 51.63372),United Kingdom,London,"Oakdale, Southgate, N14","","",blue,"[""London Borough of Barnet""]",English,"",,true,false,1,1,0,0,7064,openplaques:subject:id=7064,Thomas Lipton,Lipton,male,1850,1931,man,"[""philanthropist"", ""grocer"", ""yachtsman"", ""Knight Commander of the Royal Victorian Order"", ""Baronet Lipton of Osidge""]","",https://en.wikipedia.org/wiki/Thomas_Lipton,http://dbpedia.org/resource/Thomas_Lipton,https://commons.wikimedia.org/wiki/Special:FilePath/Thomas_Johnstone_Lipton.jpg?width=640,"[""Thomas Lipton|(1850-1931)|man|philanthropist, grocer, yachtsman, Knight Commander of the Royal Victorian Order, and Baronet Lipton of Osidge""]"
10387,openplaques:id=10387,Charles Robert Ashbee plaque,"Onyx House Mile End Road in 1891 C. R. Ashbee, architect and founder of the survey of London, set up the workshops of the Guild of Handicraft in Essex House which formerly stood on this site.  ",51.5258,-0.03288,POINT(-0.03288 51.5258),United Kingdom,London,"Onyx House, 401 Mile End Road, E3","","","","[""London Borough of Tower Hamlets""]",English,"",,true,false,1,1,0,0,7063,openplaques:subject:id=7063,Charles Robert Ashbee,Ashbee,male,1863,1942,man,"[""architect"", ""designer""]","",https://en.wikipedia.org/wiki/Charles_Robert_Ashbee,http://dbpedia.org/resource/Charles_Robert_Ashbee,"","[""Charles Robert Ashbee|(1863-1942)|man|architect and designer""]"
10391,openplaques:id=10391,Edward Lear green plaque,"From 1859-1865 the poet, painter and traveller Edward Lear 1812 - 1888 made a house on this site his London home and studio. Lear Bicentenary 2012",51.51515,-0.14979,POINT(-0.14979 51.51515),United Kingdom,London,"15 Stratford Place, Westminster, W1C, 1BE",2012,https://farm9.staticflickr.com/8015/7599586776_ea283b943b_z.jpg,green,"[""City of Westminster""]",English,"",,true,true,1,1,0,0,236,openplaques:subject:id=236,Edward Lear,Lear,male,1812,1888,man,"[""artist"", ""writer""]","",https://en.wikipedia.org/wiki/Edward_Lear,http://dbpedia.org/resource/Edward_Lear,https://commons.wikimedia.org/wiki/Special:FilePath/Edwardlear.jpg?width=640,"[""Edward Lear|(1812-1888)|man|artist and writer""]"
10394,openplaques:id=10394,Phillip Walters plaque,Near here fell PC Phillip Walters 18th April 1995,51.5629,0.06254,POINT(0.06254 51.5629),United Kingdom,London,"Empress Avenue, Ilford","","","","[""Police Memorial Trust""]",English,"",,true,false,1,1,0,0,7061,openplaques:subject:id=7061,Phillip Walters,Walters,male,1967,1995,man,"[""Police Constable""]",Police Constable,https://en.wikipedia.org/wiki/Death_of_Phillip_Walters,http://dbpedia.org/resource/Death_of_Phillip_Walters,"","[""Phillip Walters|(1967-1995)|man|Police Constable""]"
10396,openplaques:id=10396,Black plaque № 10396,This plaque was unveiled by the Mayors of Havering and Bexley on 3 May 1999 AD to commemorate the 800th anniversary of the founding of the ferry between Raiham and Erith in 1199 AD,51.50504,0.17946,POINT(0.17946 51.50504),United Kingdom,London,"Ferry Lane, Rainham","","",black,"[""Bexley Council"", ""London Borough of Havering""]",English,"",,true,false,0,0,0,0,"","","","","","","","",[],"","","","",[]
10398,openplaques:id=10398,Edwin Sewell and James Richer white plaque,Take Heed. The first recorded motor accident in Great Britain involving the death of the driver occurred on Grove Hill on 25th February 1899.,51.57252,-0.33767,POINT(-0.33767 51.57252),United Kingdom,London,"First Grove Hill, Harrow","",https://s0.geograph.org.uk/geophotos/02/27/51/2275197_c080c1cd.jpg,white,"[""London Borough of Harrow""]",English,"",,true,true,2,2,0,0,20647,openplaques:subject:id=20647,Edwin Sewell,Sewell,male,,1899,man,[],"",,,"","[""Edwin Sewell|(d.1899)|man|"", ""James Richer|(d.1899)|man|British Army Major""]"
104,openplaques:id=104,Edward Ardizzone blue plaque,Edward Ardizzone 1900-1979 artist and illustrator lived here 1920-1972,51.52663,-0.19297,POINT(-0.19297 51.52663),United Kingdom,London,"130 Elgin Avenue, Westminster, W9",2007,https://commons.wikimedia.org/wiki/Special:FilePath/EDWARD_ARDIZZONE_1900-1979_Artist_and_Illustrator_lived_here_1920-1972.jpg?width=640,blue,"[""English Heritage""]",English,"",,true,true,1,1,0,0,103,openplaques:subject:id=103,Edward Ardizzone,Ardizzone,male,1900,1979,man,"[""artist"", ""illustrator""]","",https://en.wikipedia.org/wiki/Edward_Ardizzone,http://dbpedia.org/resource/Edward_Ardizzone,https://commons.wikimedia.org/wiki/Special:FilePath/Edward_Ardizzone_-_Official_War_Artist_Art.IWMARTLD4056.jpg?width=640,"[""Edward Ardizzone|(1900-1979)|man|artist and illustrator""]"
